C:1, 0,0, D:East, S:\
C:7895, 84,15, D:South, S:.
C:7896, 85,15, D:South, S:.
C:7897, 86,15, D:South, S:.
C:7898, 87,15, D:South, S:.
C:7899, 88,15, D:South, S:|
C:7900, 89,15, D:South, S:.
C:7901, 90,15, D:South, S:/
C:7902, 90,14, D:West, S:.
C:7903, 90,13, D:West, S:.
C:7904, 90,12, D:West, S:.
C:7905, 90,11, D:West, S:.
C:7906, 90,10, D:West, S:.
C:7907, 90,9, D:West, S:.
C:7908, 90,8, D:West, S:-
C:7909, 90,7, D:West, S:.
C:7910, 90,6, D:West, S:.
C:7911, 90,5, D:West, S:.
C:7912, 90,4, D:West, S:.
C:7913, 90,3, D:West, S:.
C:7914, 90,2, D:West, S:/
C:7915, 91,2, D:South, S:.
C:7916, 92,2, D:South, S:.
C:7917, 93,2, D:South, S:.
C:7918, 94,2, D:South, S:.
C:7919, 95,2, D:South, S:.
C:7920, 96,2, D:South, S:.
C:7921, 97,2, D:South, S:.
C:7922, 98,2, D:South, S:.
C:7923, 99,2, D:South, S:.
C:7924, 100,2, D:South, S:-
C:7925, 100,1, D:West, S:.
C:7926, 100,0, D:West, S:.
C:7926, 100,-1, D:West -> End.
C:7927, 100,3, D:East, S:-
C:7928, 100,4, D:East, S:.
C:7929, 100,5, D:East, S:.
C:7930, 100,6, D:East, S:.
C:7931, 100,7, D:East, S:.
C:7932, 100,8, D:East, S:.
C:7933, 100,9, D:East, S:.
C:7934, 100,10, D:East, S:.
C:7935, 100,11, D:East, S:.
C:7936, 100,12, D:East, S:.
C:7937, 100,13, D:East, S:.
C:7938, 100,14, D:East, S:.
C:7939, 100,15, D:East, S:.
C:7940, 100,16, D:East, S:.
C:7941, 100,17, D:East, S:.
C:7942, 100,18, D:East, S:.
C:7943, 100,19, D:East, S:.
C:7944, 100,20, D:East, S:-
C:7945, 100,21, D:East, S:/
C:7946, 99,21, D:North, S:.
C:7947, 98,21, D:North, S:.
C:7948, 97,21, D:North, S:.
C:7949, 96,21, D:North, S:.
C:7950, 95,21, D:North, S:.
C:7951, 94,21, D:North, S:.
C:7952, 93,21, D:North, S:.
C:7953, 92,21, D:North, S:-
C:7954, 92,20, D:West, S:.
C:7955, 92,19, D:West, S:.
C:7956, 92,18, D:West, S:.
C:7957, 92,17, D:West, S:.
C:7958, 92,22, D:East, S:.
C:7959, 92,23, D:East, S:.
C:7960, 92,24, D:East, S:.
C:7961, 92,25, D:East, S:.
C:7962, 92,26, D:East, S:.
C:7963, 92,27, D:East, S:.
C:7964, 92,28, D:East, S:.
C:7965, 86,2, D:South, S:.
C:7966, 87,2, D:South, S:.
C:7967, 88,2, D:South, S:.
C:7968, 89,2, D:South, S:|
C:7969, 90,2, D:South, S:/
C:7970, 90,1, D:West, S:.
C:7971, 90,0, D:West, S:.
C:7971, 90,-1, D:West -> End.
C:7972, 73,46, D:East, S:.
C:7973, 73,47, D:East, S:.
C:7974, 73,48, D:East, S:|
C:7975, 72,48, D:North, S:.
C:7976, 71,48, D:North, S:.
C:7977, 70,48, D:North, S:.
C:7978, 69,48, D:North, S:.
C:7979, 68,48, D:North, S:.
C:7980, 67,48, D:North, S:.
C:7981, 74,48, D:South, S:.
C:7982, 75,48, D:South, S:.
C:7983, 76,48, D:South, S:.
C:7984, 77,48, D:South, S:.
C:7985, 78,48, D:South, S:.
C:7986, 79,48, D:South, S:.
C:7987, 80,48, D:South, S:/
C:7988, 80,47, D:West, S:.
C:7989, 80,46, D:West, S:.
C:7990, 80,45, D:West, S:.
C:7991, 80,44, D:West, S:.
C:7992, 80,43, D:West, S:.
C:7993, 80,42, D:West, S:.
C:7994, 80,41, D:West, S:.
C:7995, 80,40, D:West, S:.
C:7996, 80,39, D:West, S:/
C:7997, 81,39, D:South, S:.
C:7998, 82,39, D:South, S:.
C:7999, 83,39, D:South, S:.
C:8000, 84,39, D:South, S:.
C:8001, 85,39, D:South, S:.
C:8002, 86,39, D:South, S:.
C:8003, 87,39, D:South, S:|
C:8004, 36,49, D:East, S:|
C:8005, 35,49, D:North, S:.
C:8006, 34,49, D:North, S:/
C:8007, 34,50, D:East, S:.
C:8008, 34,51, D:East, S:.
C:8009, 34,52, D:East, S:.
C:8010, 34,53, D:East, S:.
C:8011, 34,54, D:East, S:.
C:8012, 34,55, D:East, S:.
C:8013, 34,56, D:East, S:.
C:8014, 34,57, D:East, S:.
C:8015, 34,58, D:East, S:.
C:8016, 34,59, D:East, S:.
C:8017, 34,60, D:East, S:.
C:8018, 34,61, D:East, S:.
C:8019, 34,62, D:East, S:.
C:8020, 34,63, D:East, S:.
C:8021, 34,64, D:East, S:.
C:8022, 34,65, D:East, S:.
C:8023, 34,66, D:East, S:.
C:8024, 34,67, D:East, S:.
C:8025, 34,68, D:East, S:.
C:8026, 34,69, D:East, S:.
C:8027, 34,70, D:East, S:.
C:8028, 34,71, D:East, S:.
C:8029, 34,72, D:East, S:.
C:8030, 34,73, D:East, S:.
C:8031, 34,74, D:East, S:.
C:8032, 34,75, D:East, S:.
C:8033, 34,76, D:East, S:.
C:8034, 34,77, D:East, S:.
C:8035, 34,78, D:East, S:.
C:8036, 34,79, D:East, S:.
C:8037, 34,80, D:East, S:.
C:8038, 34,81, D:East, S:.
C:8039, 34,82, D:East, S:.
C:8040, 34,83, D:East, S:.
C:8041, 34,84, D:East, S:.
C:8042, 34,85, D:East, S:.
C:8043, 34,86, D:East, S:.
C:8044, 34,87, D:East, S:.
C:8045, 34,88, D:East, S:.
C:8046, 34,89, D:East, S:.
C:8047, 34,90, D:East, S:.
C:8048, 34,91, D:East, S:.
C:8049, 34,92, D:East, S:.
C:8050, 34,93, D:East, S:.
C:8051, 34,94, D:East, S:.
C:8052, 34,95, D:East, S:.
C:8053, 34,96, D:East, S:.
C:8054, 34,97, D:East, S:.
C:8055, 34,98, D:East, S:.
C:8056, 34,99, D:East, S:.
C:8057, 34,100, D:East, S:.
C:8058, 34,101, D:East, S:.
C:8059, 34,102, D:East, S:.
C:8060, 34,103, D:East, S:.
C:8061, 34,104, D:East, S:.
C:8062, 34,105, D:East, S:.
C:8063, 34,106, D:East, S:.
C:8064, 34,107, D:East, S:.
C:8065, 34,108, D:East, S:.
C:8066, 34,109, D:East, S:.
C:8066, 34,110, D:East -> End.
C:8067, 37,49, D:South, S:.
C:8068, 38,49, D:South, S:.
C:8069, 39,49, D:South, S:.
C:8070, 40,49, D:South, S:.
C:8071, 41,49, D:South, S:.
C:8072, 42,49, D:South, S:.
C:8073, 43,49, D:South, S:.
C:8074, 44,49, D:South, S:.
C:8075, 45,49, D:South, S:.
C:8076, 46,49, D:South, S:.
C:8077, 47,49, D:South, S:.
C:8078, 48,49, D:South, S:.
C:8079, 49,49, D:South, S:.
C:8080, 50,49, D:South, S:.
C:8081, 51,49, D:South, S:.
C:8082, 52,49, D:South, S:.
C:8083, 53,49, D:South, S:.
C:8084, 54,49, D:South, S:.
C:8085, 55,49, D:South, S:.
C:8086, 56,49, D:South, S:.
C:8087, 57,49, D:South, S:.
C:8088, 58,49, D:South, S:.
C:8089, 59,49, D:South, S:.
C:8090, 60,49, D:South, S:.
C:8091, 61,49, D:South, S:.
C:8092, 62,49, D:South, S:.
C:8093, 63,49, D:South, S:.
C:8094, 64,49, D:South, S:.
C:8095, 65,49, D:South, S:.
C:8096, 66,49, D:South, S:.
C:8097, 67,49, D:South, S:.
C:8098, 68,49, D:South, S:.
C:8099, 69,49, D:South, S:.
C:8100, 70,49, D:South, S:.
C:8101, 71,49, D:South, S:.
C:8102, 72,49, D:South, S:.
C:8103, 73,49, D:South, S:.
C:8104, 74,49, D:South, S:.
C:8105, 75,49, D:South, S:.
C:8106, 76,49, D:South, S:.
C:8107, 77,49, D:South, S:.
C:8108, 78,49, D:South, S:.
C:8109, 79,49, D:South, S:.
C:8110, 80,49, D:South, S:.
C:8111, 81,49, D:South, S:.
C:8112, 82,49, D:South, S:.
C:8113, 83,49, D:South, S:.
C:8114, 84,49, D:South, S:.
C:8115, 85,49, D:South, S:.
C:8116, 86,49, D:South, S:.
C:8117, 87,49, D:South, S:.
C:8118, 88,49, D:South, S:-
C:8119, 88,48, D:West, S:/
C:8120, 89,48, D:South, S:.
C:8121, 90,48, D:South, S:.
C:8122, 91,48, D:South, S:.
C:8123, 92,48, D:South, S:.
C:8124, 93,48, D:South, S:.
C:8125, 94,48, D:South, S:.
C:8126, 95,48, D:South, S:.
C:8127, 96,48, D:South, S:.
C:8128, 97,48, D:South, S:.
C:8129, 98,48, D:South, S:.
C:8130, 99,48, D:South, S:.
C:8131, 100,48, D:South, S:.
C:8132, 101,48, D:South, S:.
C:8133, 102,48, D:South, S:.
C:8134, 103,48, D:South, S:.
C:8135, 104,48, D:South, S:.
C:8136, 105,48, D:South, S:.
C:8137, 106,48, D:South, S:.
C:8138, 107,48, D:South, S:.
C:8139, 108,48, D:South, S:.
C:8140, 109,48, D:South, S:.
C:8140, 110,48, D:South -> End.
C:8141, 88,50, D:East, S:/
C:8142, 87,50, D:North, S:.
C:8143, 86,50, D:North, S:|
C:8144, 85,50, D:North, S:.
C:8145, 84,50, D:North, S:.
C:8146, 83,50, D:North, S:.
C:8147, 82,50, D:North, S:.
C:8148, 81,50, D:North, S:.
C:8149, 80,50, D:North, S:.
C:8150, 79,50, D:North, S:.
C:8151, 78,50, D:North, S:.
C:8152, 77,50, D:North, S:.
C:8153, 76,50, D:North, S:.
C:8154, 75,50, D:North, S:.
C:8155, 74,50, D:North, S:|
C:8156, 73,50, D:North, S:.
C:8157, 72,50, D:North, S:.
C:8158, 71,50, D:North, S:.
C:8159, 70,50, D:North, S:.
C:8160, 69,50, D:North, S:.
C:8161, 68,50, D:North, S:.
C:8162, 31,51, D:East, S:-
C:8163, 31,52, D:East, S:.
C:8164, 31,53, D:East, S:.
C:8165, 31,54, D:East, S:.
C:8166, 31,55, D:East, S:.
C:8167, 31,56, D:East, S:.
C:8168, 31,57, D:East, S:.
C:8169, 31,58, D:East, S:.
C:8170, 31,59, D:East, S:.
C:8171, 31,60, D:East, S:.
C:8172, 31,61, D:East, S:.
C:8173, 31,62, D:East, S:.
C:8174, 31,63, D:East, S:.
C:8175, 31,64, D:East, S:.
C:8176, 31,65, D:East, S:.
C:8177, 31,66, D:East, S:.
C:8178, 31,67, D:East, S:.
C:8179, 31,68, D:East, S:.
C:8180, 31,69, D:East, S:\
C:8181, 32,69, D:South, S:.
C:8182, 33,69, D:South, S:.
C:8183, 34,69, D:South, S:.
C:8184, 35,69, D:South, S:-
C:8185, 35,68, D:West, S:.
C:8186, 35,67, D:West, S:.
C:8187, 35,66, D:West, S:.
C:8188, 35,65, D:West, S:.
C:8189, 35,64, D:West, S:.
C:8190, 35,63, D:West, S:.
C:8191, 35,62, D:West, S:.
C:8192, 35,61, D:West, S:.
C:8193, 35,60, D:West, S:.
C:8194, 35,59, D:West, S:.
C:8195, 35,58, D:West, S:.
C:8196, 35,57, D:West, S:/
C:8197, 36,57, D:South, S:.
C:8198, 37,57, D:South, S:.
C:8199, 38,57, D:South, S:.
C:8200, 39,57, D:South, S:.
C:8201, 40,57, D:South, S:.
C:8202, 41,57, D:South, S:|
C:8203, 42,57, D:South, S:.
C:8204, 43,57, D:South, S:.
C:8205, 44,57, D:South, S:.
C:8206, 45,57, D:South, S:.
C:8207, 46,57, D:South, S:.
C:8208, 47,57, D:South, S:.
C:8209, 48,57, D:South, S:.
C:8210, 49,57, D:South, S:.
C:8211, 50,57, D:South, S:.
C:8212, 51,57, D:South, S:.
C:8213, 52,57, D:South, S:.
C:8214, 53,57, D:South, S:.
C:8215, 54,57, D:South, S:.
C:8216, 55,57, D:South, S:.
C:8217, 56,57, D:South, S:.
C:8218, 57,57, D:South, S:.
C:8219, 58,57, D:South, S:.
C:8220, 59,57, D:South, S:.
C:8221, 60,57, D:South, S:.
C:8222, 61,57, D:South, S:.
C:8223, 62,57, D:South, S:.
C:8224, 63,57, D:South, S:.
C:8225, 64,57, D:South, S:.
C:8226, 65,57, D:South, S:.
C:8227, 66,57, D:South, S:.
C:8228, 67,57, D:South, S:.
C:8229, 68,57, D:South, S:/
C:8230, 68,56, D:West, S:.
C:8231, 68,55, D:West, S:.
C:8232, 68,54, D:West, S:.
C:8233, 68,53, D:West, S:.
C:8234, 68,52, D:West, S:.
C:8235, 68,51, D:West, S:.
C:8236, 68,50, D:West, S:.
C:8237, 68,49, D:West, S:.
C:8238, 68,48, D:West, S:.
C:8239, 68,47, D:West, S:.
C:8240, 68,46, D:West, S:.
C:8241, 68,45, D:West, S:.
C:8242, 68,44, D:West, S:.
C:8243, 68,43, D:West, S:.
C:8244, 68,42, D:West, S:.
C:8245, 68,41, D:West, S:.
C:8246, 68,40, D:West, S:\
C:8247, 67,40, D:North, S:.
C:8248, 66,40, D:North, S:.
C:8249, 65,40, D:North, S:.
C:8250, 64,40, D:North, S:.
C:8251, 63,40, D:North, S:.
C:8252, 62,40, D:North, S:.
C:8253, 61,40, D:North, S:.
C:8254, 60,40, D:North, S:.
C:8255, 59,40, D:North, S:.
C:8256, 58,40, D:North, S:.
C:8257, 57,40, D:North, S:.
C:8258, 56,40, D:North, S:.
C:8259, 55,40, D:North, S:.
C:8260, 54,40, D:North, S:.
C:8261, 53,40, D:North, S:.
C:8262, 52,40, D:North, S:.
C:8263, 51,40, D:North, S:.
C:8264, 50,40, D:North, S:.
C:8265, 49,40, D:North, S:.
C:8266, 48,40, D:North, S:.
C:8267, 47,40, D:North, S:.
C:8268, 46,40, D:North, S:.
C:8269, 45,40, D:North, S:.
C:8270, 44,40, D:North, S:.
C:8271, 43,40, D:North, S:.
C:8272, 42,40, D:North, S:.
C:8273, 41,40, D:North, S:.
C:8274, 40,40, D:North, S:.
C:8275, 39,40, D:North, S:.
C:8276, 38,40, D:North, S:.
C:8277, 37,40, D:North, S:.
C:8278, 36,40, D:North, S:\
C:8279, 36,39, D:West, S:.
C:8280, 36,38, D:West, S:-
C:8281, 36,37, D:West, S:.
C:8282, 36,36, D:West, S:.
C:8283, 36,35, D:West, S:.
C:8284, 36,34, D:West, S:.
C:8285, 36,33, D:West, S:.
C:8286, 36,32, D:West, S:.
C:8287, 36,31, D:West, S:.
C:8288, 36,30, D:West, S:\
C:8289, 35,30, D:North, S:.
C:8290, 34,30, D:North, S:.
C:8291, 33,30, D:North, S:.
C:8292, 32,30, D:North, S:.
C:8293, 31,30, D:North, S:.
C:8294, 30,30, D:North, S:.
C:8295, 29,30, D:North, S:.
C:8296, 28,30, D:North, S:.
C:8297, 27,30, D:North, S:.
C:8298, 26,30, D:North, S:.
C:8299, 25,30, D:North, S:.
C:8300, 24,30, D:North, S:.
C:8301, 23,30, D:North, S:.
C:8302, 22,30, D:North, S:.
C:8303, 21,30, D:North, S:.
C:8304, 20,30, D:North, S:.
C:8305, 19,30, D:North, S:.
C:8306, 18,30, D:North, S:.
C:8307, 17,30, D:North, S:.
C:8308, 16,30, D:North, S:|
C:8309, 15,30, D:North, S:.
C:8310, 14,30, D:North, S:.
C:8311, 13,30, D:North, S:.
C:8312, 12,30, D:North, S:.
C:8313, 11,30, D:North, S:.
C:8314, 10,30, D:North, S:.
C:8315, 9,30, D:North, S:.
C:8316, 8,30, D:North, S:.
C:8317, 7,30, D:North, S:.
C:8318, 6,30, D:North, S:.
C:8319, 5,30, D:North, S:.
C:8320, 4,30, D:North, S:.
C:8321, 3,30, D:North, S:.
C:8322, 2,30, D:North, S:.
C:8323, 1,30, D:North, S:.
C:8324, 0,30, D:North, S:.
C:8324, -1,30, D:North -> End.
C:8325, 35,70, D:East, S:.
C:8326, 35,71, D:East, S:.
C:8327, 35,72, D:East, S:.
C:8328, 35,73, D:East, S:.
C:8329, 35,74, D:East, S:.
C:8330, 35,75, D:East, S:.
C:8331, 35,76, D:East, S:.
C:8332, 35,77, D:East, S:.
C:8333, 35,78, D:East, S:.
C:8334, 35,79, D:East, S:.
C:8335, 35,80, D:East, S:.
C:8336, 35,81, D:East, S:.
C:8337, 35,82, D:East, S:.
C:8338, 35,83, D:East, S:.
C:8339, 35,84, D:East, S:.
C:8340, 35,85, D:East, S:.
C:8341, 35,86, D:East, S:|
C:8342, 34,86, D:North, S:.
C:8343, 33,86, D:North, S:.
C:8344, 32,86, D:North, S:.
C:8345, 31,86, D:North, S:.
C:8346, 30,86, D:North, S:.
C:8347, 29,86, D:North, S:.
C:8348, 28,86, D:North, S:.
C:8349, 27,86, D:North, S:.
C:8350, 26,86, D:North, S:.
C:8351, 25,86, D:North, S:.
C:8352, 24,86, D:North, S:.
C:8353, 23,86, D:North, S:.
C:8354, 22,86, D:North, S:.
C:8355, 21,86, D:North, S:.
C:8356, 20,86, D:North, S:.
C:8357, 19,86, D:North, S:.
C:8358, 18,86, D:North, S:.
C:8359, 17,86, D:North, S:-
C:8360, 17,85, D:West, S:.
C:8361, 17,84, D:West, S:.
C:8362, 17,83, D:West, S:.
C:8363, 17,82, D:West, S:.
C:8364, 17,81, D:West, S:.
C:8365, 17,80, D:West, S:.
C:8366, 17,79, D:West, S:.
C:8367, 17,78, D:West, S:.
C:8368, 17,77, D:West, S:.
C:8369, 17,76, D:West, S:.
C:8370, 17,75, D:West, S:.
C:8371, 17,74, D:West, S:.
C:8372, 17,73, D:West, S:.
C:8373, 17,72, D:West, S:.
C:8374, 17,87, D:East, S:.
C:8375, 17,88, D:East, S:.
C:8376, 17,89, D:East, S:.
C:8377, 17,90, D:East, S:.
C:8378, 17,91, D:East, S:.
C:8379, 17,92, D:East, S:.
C:8380, 17,93, D:East, S:.
C:8381, 17,94, D:East, S:.
C:8382, 17,95, D:East, S:.
C:8383, 17,96, D:East, S:/
C:8384, 16,96, D:North, S:.
C:8385, 15,96, D:North, S:.
C:8386, 14,96, D:North, S:.
C:8387, 13,96, D:North, S:.
C:8388, 12,96, D:North, S:.
C:8389, 11,96, D:North, S:.
C:8390, 10,96, D:North, S:.
C:8391, 9,96, D:North, S:.
C:8392, 8,96, D:North, S:.
C:8393, 7,96, D:North, S:.
C:8394, 6,96, D:North, S:.
C:8395, 5,96, D:North, S:.
C:8396, 4,96, D:North, S:.
C:8397, 3,96, D:North, S:.
C:8398, 2,96, D:North, S:.
C:8399, 1,96, D:North, S:.
C:8400, 0,96, D:North, S:.
C:8400, -1,96, D:North -> End.
C:8401, 36,86, D:South, S:.
C:8402, 37,86, D:South, S:.
C:8403, 38,86, D:South, S:.
C:8404, 39,86, D:South, S:.
C:8405, 40,86, D:South, S:.
C:8406, 41,86, D:South, S:.
C:8407, 42,86, D:South, S:.
C:8408, 43,86, D:South, S:.
C:8409, 44,86, D:South, S:.
C:8410, 45,86, D:South, S:.
C:8411, 46,86, D:South, S:.
C:8412, 47,86, D:South, S:.
C:8413, 48,86, D:South, S:/
C:8414, 48,85, D:West, S:.
C:8415, 48,84, D:West, S:.
C:8416, 48,83, D:West, S:.
C:8417, 48,82, D:West, S:.
C:8418, 48,81, D:West, S:.
C:8419, 48,80, D:West, S:/
C:8420, 49,80, D:South, S:/
C:8421, 49,79, D:West, S:.
C:8422, 49,78, D:West, S:.
C:8423, 49,77, D:West, S:.
C:8424, 49,76, D:West, S:-
C:8425, 49,75, D:West, S:.
C:8426, 49,74, D:West, S:.
C:8427, 49,73, D:West, S:.
C:8428, 49,72, D:West, S:.
C:8429, 49,71, D:West, S:.
C:8430, 49,70, D:West, S:.
C:8431, 49,69, D:West, S:.
C:8432, 49,68, D:West, S:.
C:8433, 49,67, D:West, S:.
C:8434, 49,66, D:West, S:.
C:8435, 49,65, D:West, S:.
C:8436, 49,64, D:West, S:.
C:8437, 49,63, D:West, S:.
C:8438, 49,62, D:West, S:.
C:8439, 49,61, D:West, S:.
C:8440, 49,60, D:West, S:.
C:8441, 49,59, D:West, S:.
C:8442, 49,58, D:West, S:.
C:8443, 49,57, D:West, S:.
C:8444, 49,56, D:West, S:.
C:8445, 49,55, D:West, S:.
C:8446, 49,54, D:West, S:|
C:8447, 48,54, D:North, S:.
C:8448, 47,54, D:North, S:.
C:8449, 46,54, D:North, S:.
C:8450, 45,54, D:North, S:.
C:8451, 44,54, D:North, S:.
C:8452, 43,54, D:North, S:.
C:8453, 42,54, D:North, S:.
C:8454, 41,54, D:North, S:\
C:8455, 41,53, D:West, S:.
C:8456, 41,52, D:West, S:.
C:8457, 41,51, D:West, S:.
C:8458, 41,50, D:West, S:.
C:8459, 41,49, D:West, S:.
C:8460, 41,48, D:West, S:/
C:8461, 42,48, D:South, S:.
C:8462, 43,48, D:South, S:.
C:8463, 44,48, D:South, S:.
C:8464, 45,48, D:South, S:.
C:8465, 46,48, D:South, S:.
C:8466, 47,48, D:South, S:.
C:8467, 48,48, D:South, S:.
C:8468, 49,48, D:South, S:.
C:8469, 50,48, D:South, S:.
C:8470, 51,48, D:South, S:.
C:8471, 52,48, D:South, S:.
C:8472, 53,48, D:South, S:.
C:8473, 54,48, D:South, S:.
C:8474, 55,48, D:South, S:.
C:8475, 56,48, D:South, S:.
C:8476, 57,48, D:South, S:.
C:8477, 58,48, D:South, S:.
C:8478, 59,48, D:South, S:.
C:8479, 60,48, D:South, S:.
C:8480, 61,48, D:South, S:.
C:8481, 62,48, D:South, S:.
C:8482, 63,48, D:South, S:.
C:8483, 64,48, D:South, S:.
C:8484, 65,48, D:South, S:.
C:8485, 66,48, D:South, S:/
C:8486, 66,47, D:West, S:.
C:8487, 66,46, D:West, S:.
C:8488, 66,45, D:West, S:.
C:8489, 66,44, D:West, S:.
C:8490, 66,43, D:West, S:.
C:8491, 66,42, D:West, S:.
C:8492, 66,41, D:West, S:.
C:8493, 66,40, D:West, S:.
C:8494, 66,39, D:West, S:|
C:8495, 65,39, D:North, S:.
C:8496, 64,39, D:North, S:.
C:8497, 63,39, D:North, S:-
C:8498, 63,38, D:West, S:\
C:8499, 62,38, D:North, S:.
C:8500, 61,38, D:North, S:/
C:8501, 61,39, D:East, S:.
C:8502, 61,40, D:East, S:.
C:8503, 61,41, D:East, S:.
C:8504, 61,42, D:East, S:.
C:8505, 61,43, D:East, S:.
C:8506, 61,44, D:East, S:.
C:8507, 61,45, D:East, S:.
C:8508, 61,46, D:East, S:\
C:8509, 62,46, D:South, S:.
C:8510, 63,46, D:South, S:.
C:8511, 64,46, D:South, S:.
C:8512, 65,46, D:South, S:.
C:8513, 66,46, D:South, S:.
C:8514, 67,46, D:South, S:.
C:8515, 68,46, D:South, S:.
C:8516, 69,46, D:South, S:.
C:8517, 70,46, D:South, S:.
C:8518, 71,46, D:South, S:.
C:8519, 72,46, D:South, S:.
C:8520, 73,46, D:South, S:.
C:8521, 74,46, D:South, S:.
C:8522, 75,46, D:South, S:.
C:8523, 76,46, D:South, S:.
C:8524, 77,46, D:South, S:.
C:8525, 78,46, D:South, S:.
C:8526, 79,46, D:South, S:.
C:8527, 80,46, D:South, S:.
C:8528, 81,46, D:South, S:.
C:8529, 82,46, D:South, S:.
C:8530, 83,46, D:South, S:.
C:8531, 84,46, D:South, S:.
C:8532, 85,46, D:South, S:.
C:8533, 86,46, D:South, S:.
C:8534, 87,46, D:South, S:.
C:8535, 88,46, D:South, S:.
C:8536, 89,46, D:South, S:.
C:8537, 90,46, D:South, S:.
C:8538, 91,46, D:South, S:.
C:8539, 92,46, D:South, S:.
C:8540, 93,46, D:South, S:.
C:8541, 94,46, D:South, S:.
C:8542, 95,46, D:South, S:/
C:8543, 95,45, D:West, S:.
C:8544, 95,44, D:West, S:.
C:8545, 95,43, D:West, S:.
C:8546, 95,42, D:West, S:.
C:8547, 95,41, D:West, S:.
C:8548, 95,40, D:West, S:|
C:8549, 94,40, D:North, S:.
C:8550, 93,40, D:North, S:.
C:8551, 92,40, D:North, S:.
C:8552, 91,40, D:North, S:-
C:8553, 91,39, D:West, S:.
C:8554, 91,38, D:West, S:.
C:8555, 91,37, D:West, S:/
C:8556, 92,37, D:South, S:.
C:8557, 93,37, D:South, S:.
C:8558, 94,37, D:South, S:.
C:8559, 95,37, D:South, S:.
C:8560, 96,37, D:South, S:.
C:8561, 97,37, D:South, S:/
C:8562, 97,36, D:West, S:\
C:8563, 96,36, D:North, S:.
C:8564, 95,36, D:North, S:.
C:8565, 94,36, D:North, S:.
C:8566, 93,36, D:North, S:.
C:8567, 92,36, D:North, S:.
C:8568, 91,36, D:North, S:.
C:8569, 90,36, D:North, S:.
C:8570, 89,36, D:North, S:.
C:8571, 88,36, D:North, S:.
C:8572, 87,36, D:North, S:.
C:8573, 86,36, D:North, S:.
C:8574, 85,36, D:North, S:.
C:8575, 84,36, D:North, S:.
C:8576, 83,36, D:North, S:.
C:8577, 82,36, D:North, S:.
C:8578, 81,36, D:North, S:.
C:8579, 80,36, D:North, S:.
C:8580, 79,36, D:North, S:.
C:8581, 78,36, D:North, S:.
C:8582, 77,36, D:North, S:.
C:8583, 76,36, D:North, S:.
C:8584, 75,36, D:North, S:.
C:8585, 74,36, D:North, S:.
C:8586, 73,36, D:North, S:.
C:8587, 72,36, D:North, S:.
C:8588, 71,36, D:North, S:.
C:8589, 70,36, D:North, S:\
C:8590, 70,35, D:West, S:.
C:8591, 70,34, D:West, S:.
C:8592, 70,33, D:West, S:|
C:8593, 69,33, D:North, S:-
C:8594, 69,32, D:West, S:.
C:8595, 69,31, D:West, S:.
C:8596, 69,30, D:West, S:\
C:8597, 68,30, D:North, S:\
C:8598, 68,29, D:West, S:.
C:8599, 68,28, D:West, S:.
C:8600, 68,27, D:West, S:/
C:8601, 69,27, D:South, S:.
C:8602, 70,27, D:South, S:.
C:8603, 71,27, D:South, S:.
C:8604, 72,27, D:South, S:.
C:8605, 73,27, D:South, S:.
C:8606, 74,27, D:South, S:|
C:8607, 75,27, D:South, S:.
C:8608, 76,27, D:South, S:.
C:8609, 77,27, D:South, S:.
C:8610, 78,27, D:South, S:.
C:8611, 79,27, D:South, S:.
C:8612, 80,27, D:South, S:.
C:8613, 81,27, D:South, S:.
C:8614, 82,27, D:South, S:.
C:8615, 83,27, D:South, S:.
C:8616, 84,27, D:South, S:.
C:8617, 85,27, D:South, S:.
C:8618, 86,27, D:South, S:.
C:8619, 87,27, D:South, S:-
C:8620, 87,26, D:West, S:.
C:8621, 87,25, D:West, S:.
C:8622, 87,24, D:West, S:.
C:8623, 87,23, D:West, S:.
C:8624, 87,22, D:West, S:.
C:8625, 87,21, D:West, S:.
C:8626, 87,20, D:West, S:.
C:8627, 87,19, D:West, S:.
C:8628, 87,18, D:West, S:.
C:8629, 87,17, D:West, S:.
C:8630, 87,16, D:West, S:.
C:8631, 87,15, D:West, S:.
C:8632, 87,14, D:West, S:.
C:8633, 87,28, D:East, S:.
C:8634, 87,29, D:East, S:.
C:8635, 87,30, D:East, S:.
C:8636, 87,31, D:East, S:.
C:8637, 87,32, D:East, S:.
C:8638, 87,33, D:East, S:.
C:8639, 87,34, D:East, S:.
C:8640, 87,35, D:East, S:.
C:8641, 87,36, D:East, S:.
C:8642, 87,37, D:East, S:.
C:8643, 87,38, D:East, S:.
C:8644, 69,34, D:East, S:.
C:8645, 69,35, D:East, S:.
C:8646, 69,36, D:East, S:.
C:8647, 69,37, D:East, S:.
C:8648, 69,38, D:East, S:.
C:8649, 69,39, D:East, S:/
C:8650, 68,39, D:North, S:.
C:8651, 67,39, D:North, S:|
C:8652, 66,39, D:North, S:|
C:8653, 65,39, D:North, S:.
C:8654, 64,39, D:North, S:.
C:8655, 71,33, D:South, S:.
C:8656, 72,33, D:South, S:.
C:8657, 73,33, D:South, S:-
C:8658, 73,32, D:West, S:.
C:8659, 73,31, D:West, S:.
C:8660, 73,30, D:West, S:.
C:8661, 73,29, D:West, S:.
C:8662, 73,28, D:West, S:.
C:8663, 73,27, D:West, S:.
C:8664, 73,34, D:East, S:.
